,Category,Current Year Total,Date,Difference Method,Month,Monthly Total,Percentage Method,Prior Year Total,Rolling Total,Year
2011-06-01,Sonstige Einnahmen,11710.0,2011-06-01,,6,1253.0,,17455.0,27360.0,2011
2011-07-01,Sonstige Einnahmen,14558.0,2011-07-01,,7,2848.0,,19875.0,27788.0,2011
2011-08-01,Sonstige Einnahmen,16588.0,2011-08-01,,8,2030.0,,21201.0,28492.0,2011
2011-09-01,Sonstige Einnahmen,18012.0,2011-09-01,,9,1424.0,,22416.0,28701.0,2011
2011-10-01,Sonstige Einnahmen,20583.0,2011-10-01,,10,2571.0,,24288.0,29400.0,2011
2011-11-01,Sonstige Einnahmen,22509.0,2011-11-01,,11,1926.0,,25894.0,29720.0,2011
2011-12-01,Sonstige Einnahmen,30455.0,2011-12-01,,12,7946.0,,33105.0,30455.0,2011
2012-01-01,Sonstige Einnahmen,1573.0,2012-01-01,,1,1573.0,,1552.0,30476.0,2012
2012-02-01,Sonstige Einnahmen,2809.0,2012-02-01,,2,1236.0,,2978.0,30286.0,2012
2012-03-01,Sonstige Einnahmen,4758.0,2012-03-01,,3,1949.0,,6541.0,28672.0,2012
2012-04-01,Sonstige Einnahmen,7443.0,2012-04-01,,4,2685.0,,8291.0,29607.0,2012
2012-05-01,Sonstige Einnahmen,9115.0,2012-05-01,,5,1672.0,,10457.0,29113.0,2012
2012-06-01,Sonstige Einnahmen,10617.0,2012-06-01,,6,1502.0,,11710.0,29362.0,2012
2012-07-01,Sonstige Einnahmen,13142.0,2012-07-01,,7,2525.0,,14558.0,29039.0,2012
2012-08-01,Sonstige Einnahmen,15010.0,2012-08-01,,8,1868.0,,16588.0,28877.0,2012
2012-09-01,Sonstige Einnahmen,16517.0,2012-09-01,,9,1507.0,,18012.0,28960.0,2012
2012-10-01,Sonstige Einnahmen,18858.0,2012-10-01,,10,2341.0,,20583.0,28730.0,2012
2012-11-01,Sonstige Einnahmen,20368.0,2012-11-01,,11,1510.0,,22509.0,28314.0,2012
2012-12-01,Sonstige Einnahmen,27870.0,2012-12-01,,12,7502.0,,30455.0,27870.0,2012
2013-01-01,Sonstige Einnahmen,2289.0,2013-01-01,,1,2289.0,,1573.0,28586.0,2013
2013-02-01,Sonstige Einnahmen,3243.0,2013-02-01,,2,954.0,,2809.0,28304.0,2013
2013-03-01,Sonstige Einnahmen,5268.0,2013-03-01,,3,2025.0,,4758.0,28380.0,2013
2013-04-01,Sonstige Einnahmen,8536.0,2013-04-01,,4,3268.0,,7443.0,28963.0,2013
2013-05-01,Sonstige Einnahmen,10011.0,2013-05-01,,5,1475.0,,9115.0,28766.0,2013
2013-06-01,Sonstige Einnahmen,11548.0,2013-06-01,,6,1537.0,,10617.0,28801.0,2013
2013-07-01,Sonstige Einnahmen,14704.0,2013-07-01,,7,3156.0,,13142.0,29432.0,2013
2013-08-01,Sonstige Einnahmen,16190.0,2013-08-01,,8,1486.0,,15010.0,29050.0,2013
2013-09-01,Sonstige Einnahmen,17402.0,2013-09-01,,9,1212.0,,16517.0,28755.0,2013
2013-10-01,Sonstige Einnahmen,20186.0,2013-10-01,,10,2784.0,,18858.0,29198.0,2013
2013-11-01,Sonstige Einnahmen,21549.0,2013-11-01,,11,1363.0,,20368.0,29051.0,2013
2013-12-01,Sonstige Einnahmen,25645.0,2013-12-01,,12,4096.0,,27870.0,25645.0,2013
2014-01-01,Sonstige Einnahmen,1501.0,2014-01-01,,1,1501.0,,2289.0,24857.0,2014
2014-02-01,Sonstige Einnahmen,3106.0,2014-02-01,,2,1605.0,,3243.0,25508.0,2014
2014-03-01,Sonstige Einnahmen,6460.0,2014-03-01,,3,3354.0,,5268.0,26837.0,2014
2014-04-01,Sonstige Einnahmen,8607.0,2014-04-01,,4,2147.0,,8536.0,25716.0,2014
2014-05-01,Sonstige Einnahmen,10772.0,2014-05-01,,5,2165.0,,10011.0,26406.0,2014
2014-06-01,Sonstige Einnahmen,12416.0,2014-06-01,,6,1644.0,,11548.0,26513.0,2014
2014-07-01,Sonstige Einnahmen,15755.0,2014-07-01,,7,3339.0,,14704.0,26696.0,2014
2014-08-01,Sonstige Einnahmen,17264.0,2014-08-01,,8,1509.0,,16190.0,26719.0,2014
2014-09-01,Sonstige Einnahmen,18854.0,2014-09-01,,9,1590.0,,17402.0,27097.0,2014
2014-10-01,Sonstige Einnahmen,21058.0,2014-10-01,,10,2204.0,,20186.0,26517.0,2014
2014-11-01,Sonstige Einnahmen,22405.0,2014-11-01,,11,1347.0,,21549.0,26501.0,2014
2014-12-01,Sonstige Einnahmen,24373.0,2014-12-01,,12,1968.0,,25645.0,24373.0,2014
2015-01-01,Sonstige Einnahmen,1600.0,2015-01-01,,1,1600.0,,1501.0,24472.0,2015
2015-02-01,Sonstige Einnahmen,2692.0,2015-02-01,,2,1092.0,,3106.0,23959.0,2015
2015-03-01,Sonstige Einnahmen,7927.0,2015-03-01,,3,5235.0,,6460.0,25840.0,2015
2015-04-01,Sonstige Einnahmen,9685.0,2015-04-01,,4,1758.0,,8607.0,25451.0,2015
2015-05-01,Sonstige Einnahmen,12906.0,2015-05-01,,5,3221.0,,10772.0,26507.0,2015
2015-06-01,Sonstige Einnahmen,17692.0,2015-06-01,,6,4786.0,,12416.0,29649.0,2015
2015-07-01,Sonstige Einnahmen,20628.0,2015-07-01,,7,2936.0,,15755.0,29246.0,2015
2015-08-01,Sonstige Einnahmen,21817.0,2015-08-01,,8,1189.0,,17264.0,28926.0,2015
2015-09-01,Sonstige Einnahmen,23709.0,2015-09-01,,9,1892.0,,18854.0,29228.0,2015
2015-10-01,Sonstige Einnahmen,25840.0,2015-10-01,,10,2131.0,,21058.0,29155.0,2015
2015-11-01,Sonstige Einnahmen,26873.0,2015-11-01,,11,1033.0,,22405.0,28841.0,2015
2015-12-01,Sonstige Einnahmen,29349.0,2015-12-01,,12,2476.0,,24373.0,29349.0,2015
2016-01-01,Sonstige Einnahmen,1868.0,2016-01-01,,1,1868.0,,1600.0,29617.0,2016
2016-02-01,Sonstige Einnahmen,4079.0,2016-02-01,,2,2211.0,,2692.0,30736.0,2016
2016-03-01,Sonstige Einnahmen,8753.0,2016-03-01,,3,4674.0,,7927.0,30175.0,2016
2016-04-01,Sonstige Einnahmen,11423.0,2016-04-01,,4,2670.0,,9685.0,31087.0,2016
2016-05-01,Sonstige Einnahmen,13216.0,2016-05-01,,5,1793.0,,12906.0,29659.0,2016
2016-06-01,Sonstige Einnahmen,14332.0,2016-06-01,,6,1116.0,,17692.0,25989.0,2016
2016-07-01,Sonstige Einnahmen,17940.0,2016-07-01,,7,3608.0,,20628.0,26661.0,2016
2016-08-01,Sonstige Einnahmen,19829.0,2016-08-01,,8,1889.0,,21817.0,27361.0,2016
2016-09-01,Sonstige Einnahmen,22534.0,2016-09-01,,9,2705.0,,23709.0,28174.0,2016
2016-10-01,Sonstige Einnahmen,24860.0,2016-10-01,,10,2326.0,,25840.0,28369.0,2016
2016-11-01,Sonstige Einnahmen,26043.0,2016-11-01,,11,1183.0,,26873.0,28519.0,2016
2016-12-01,Sonstige Einnahmen,27839.0,2016-12-01,,12,1796.0,,29349.0,27839.0,2016
2017-01-01,Sonstige Einnahmen,1802.0,2017-01-01,,1,1802.0,,1868.0,27773.0,2017
2017-02-01,Sonstige Einnahmen,2947.0,2017-02-01,,2,1145.0,,4079.0,26707.0,2017
2017-03-01,Sonstige Einnahmen,4630.0,2017-03-01,,3,1683.0,,8753.0,23716.0,2017
2017-04-01,Sonstige Einnahmen,7042.0,2017-04-01,,4,2412.0,,11423.0,23458.0,2017
2017-05-01,Sonstige Einnahmen,8607.0,2017-05-01,,5,1565.0,,13216.0,23230.0,2017
2017-06-01,Sonstige Einnahmen,9751.0,2017-06-01,,6,1144.0,,14332.0,23258.0,2017
2017-07-01,Sonstige Einnahmen,13007.0,2017-07-01,,7,3256.0,,17940.0,22906.0,2017
2017-08-01,Sonstige Einnahmen,14352.0,2017-08-01,,8,1345.0,,19829.0,22362.0,2017
2017-09-01,Sonstige Einnahmen,15772.0,2017-09-01,,9,1420.0,,22534.0,21077.0,2017
2017-10-01,Sonstige Einnahmen,17656.0,2017-10-01,,10,1884.0,,24860.0,20635.0,2017
2017-11-01,Sonstige Einnahmen,18760.0,2017-11-01,,11,1104.0,,26043.0,20556.0,2017
2017-12-01,Sonstige Einnahmen,21025.0,2017-12-01,,12,2265.0,,27839.0,21025.0,2017
2018-01-01,Sonstige Einnahmen,1771.0,2018-01-01,,1,1771.0,,1802.0,20994.0,2018
2018-02-01,Sonstige Einnahmen,3402.0,2018-02-01,,2,1631.0,,2947.0,21480.0,2018
2018-03-01,Sonstige Einnahmen,6271.0,2018-03-01,,3,2869.0,,4630.0,22666.0,2018
2018-04-01,Sonstige Einnahmen,9111.0,2018-04-01,,4,2840.0,,7042.0,23094.0,2018
2018-05-01,Sonstige Einnahmen,11001.0,2018-05-01,,5,1890.0,,8607.0,23419.0,2018
2018-06-01,Sonstige Einnahmen,12319.0,2018-06-01,,6,1318.0,,9751.0,23593.0,2018
2018-07-01,Sonstige Einnahmen,14295.0,2018-07-01,,7,1976.0,,13007.0,22313.0,2018
2018-08-01,Sonstige Einnahmen,17409.0,2018-08-01,,8,3114.0,,14352.0,24082.0,2018
2018-09-01,Sonstige Einnahmen,19033.0,2018-09-01,,9,1624.0,,15772.0,24286.0,2018
2018-10-01,Sonstige Einnahmen,21163.0,2018-10-01,,10,2130.0,,17656.0,24532.0,2018
2018-11-01,Sonstige Einnahmen,22767.0,2018-11-01,,11,1604.0,,18760.0,25032.0,2018
2018-12-01,Sonstige Einnahmen,25200.0,2018-12-01,,12,2433.0,,21025.0,25200.0,2018
2019-01-01,Lohnsteuer,,2019-01-01,89037.34178883347,1,,89150.73198673487,,89037.34178883347,2019
2019-02-01,Lohnsteuer,,2019-02-01,89536.92708024199,2,,89823.80042553387,,89536.92708024199,2019
2019-03-01,Lohnsteuer,,2019-03-01,90025.98071967525,3,,90522.96534340036,,90025.98071967525,2019
2019-04-01,Lohnsteuer,,2019-04-01,90518.84249576028,4,,91210.85547517681,,90518.84249576028,2019
2019-05-01,Lohnsteuer,,2019-05-01,91017.5808346094,5,,91873.17014352593,,91017.5808346094,2019
2019-06-01,Lohnsteuer,,2019-06-01,91533.21844176904,6,,92515.7164658661,,91533.21844176904,2019
2019-07-01,Lohnsteuer,,2019-07-01,92022.23717783378,7,,93234.17498447683,,92022.23717783378,2019
2019-08-01,Lohnsteuer,,2019-08-01,92549.84424295138,8,,93870.77270293422,,92549.84424295138,2019
2019-09-01,Lohnsteuer,,2019-09-01,93019.93657227347,9,,94651.65082713637,,93019.93657227347,2019
2019-10-01,Lohnsteuer,,2019-10-01,93514.77542271213,10,,95436.21954237156,,93514.77542271213,2019
2019-11-01,Lohnsteuer,,2019-11-01,94019.28389292427,11,,96121.99932172347,,94019.28389292427,2019
2019-12-01,Lohnsteuer,,2019-12-01,94514.92520122716,12,,96839.10893209219,,94514.92520122716,2019
2020-01-01,Lohnsteuer,,2020-01-01,95015.58558612439,1,,97611.83728988393,,95015.58558612439,2020
2020-02-01,Lohnsteuer,,2020-02-01,95517.50367823456,2,,98366.80600705837,,95517.50367823456,2020
2020-03-01,Lohnsteuer,,2020-03-01,96019.79877251547,3,,99129.01079090248,,96019.79877251547,2020
2020-04-01,Lohnsteuer,,2020-04-01,96523.03329728745,4,,99875.87070369865,,96523.03329728745,2020
2020-05-01,Lohnsteuer,,2020-05-01,97053.65021743187,5,,100613.12622010612,,97053.65021743187,2020
2020-06-01,Lohnsteuer,,2020-06-01,97555.58727061594,6,,101411.89021087754,,97555.58727061594,2020
2020-07-01,Lohnsteuer,,2020-07-01,98082.25082690244,7,,102143.40464347955,,98082.25082690244,2020
2020-08-01,Lohnsteuer,,2020-08-01,98577.48696058537,8,,102973.16980108073,,98577.48696058537,2020
2020-09-01,Lohnsteuer,,2020-09-01,99088.55640135179,9,,103724.6085140495,,99088.55640135179,2020
2020-10-01,Lohnsteuer,,2020-10-01,99596.28202563788,10,,104454.49720582378,,99596.28202563788,2020
2020-11-01,Lohnsteuer,,2020-11-01,100120.09472599618,11,,105257.81245414657,,100120.09472599618,2020
2020-12-01,Lohnsteuer,,2020-12-01,100651.67534615872,12,,105981.38155660413,,100651.67534615872,2020
2019-01-01,Veranlagte Einkommensteuer,,2019-01-01,25617.340845577517,1,,25608.984697824864,,25608.984697824864,2019
2019-02-01,Veranlagte Einkommensteuer,,2019-02-01,25704.383231926247,2,,25704.14803905418,,25704.14803905418,2019
2019-03-01,Veranlagte Einkommensteuer,,2019-03-01,26056.26227654706,3,,26165.92242956561,,26056.26227654706,2019
2019-04-01,Veranlagte Einkommensteuer,,2019-04-01,26107.16056155617,4,,26298.293220360065,,26107.16056155617,2019
2019-05-01,Veranlagte Einkommensteuer,,2019-05-01,26058.40375779197,5,,26266.10881167991,,26058.40375779197,2019
2019-06-01,Veranlagte Einkommensteuer,,2019-06-01,26334.29860865967,6,,26620.341749598832,,26334.29860865967,2019
2019-07-01,Veranlagte Einkommensteuer,,2019-07-01,26302.901585242158,7,,26649.576714251034,,26302.901585242158,2019
2019-08-01,Veranlagte Einkommensteuer,,2019-08-01,26262.76026242829,8,,26589.824605404167,,26262.76026242829,2019
2019-09-01,Veranlagte Einkommensteuer,,2019-09-01,26404.195482610336,9,,26719.62866376473,,26404.195482610336,2019
2019-10-01,Veranlagte Einkommensteuer,,2019-10-01,26350.822314463167,10,,26645.54681012371,,26350.822314463167,2019
2019-11-01,Veranlagte Einkommensteuer,,2019-11-01,26301.48784192463,11,,26606.944050014205,,26301.48784192463,2019
2019-12-01,Veranlagte Einkommensteuer,,2019-12-01,26408.443400175023,12,,26637.15285891759,,26408.443400175023,2019
2020-01-01,Veranlagte Einkommensteuer,,2020-01-01,26382.000353202267,1,,26581.463757225505,,26382.000353202267,2020
2020-02-01,Veranlagte Einkommensteuer,,2020-02-01,26409.491866025346,2,,26537.03397131743,,26409.491866025346,2020
2020-03-01,Veranlagte Einkommensteuer,,2020-03-01,26464.798609323785,3,,26463.05766117197,,26463.05766117197,2020
2020-04-01,Veranlagte Einkommensteuer,,2020-04-01,26474.703765115035,4,,26530.199393787898,,26474.703765115035,2020
2020-05-01,Veranlagte Einkommensteuer,,2020-05-01,26432.635714895514,5,,26417.29336049831,,26417.29336049831,2020
2020-06-01,Veranlagte Einkommensteuer,,2020-06-01,26410.19250343718,6,,26330.045580708174,,26330.045580708174,2020
2020-07-01,Veranlagte Einkommensteuer,,2020-07-01,26293.077940210984,7,,26067.946679795972,,26067.946679795972,2020
2020-08-01,Veranlagte Einkommensteuer,,2020-08-01,26302.214024469256,8,,26072.47075557748,,26072.47075557748,2020
2020-09-01,Veranlagte Einkommensteuer,,2020-09-01,26344.354412212775,9,,25900.14484717997,,25900.14484717997,2020
2020-10-01,Veranlagte Einkommensteuer,,2020-10-01,26317.736855560655,10,,25794.735984518076,,25794.735984518076,2020
2020-11-01,Veranlagte Einkommensteuer,,2020-11-01,26300.485323354584,11,,25751.634699870658,,25751.634699870658,2020
2020-12-01,Veranlagte Einkommensteuer,,2020-12-01,26365.21408453569,12,,25622.35726350888,,25622.35726350888,2020
2019-01-01,nicht veranlagte Steuer vom Ertrag,,2019-01-01,11610.655110845966,1,,11776.421898191316,,11610.655110845966,2019
2019-02-01,nicht veranlagte Steuer vom Ertrag,,2019-02-01,11591.870486424761,2,,11636.798461202587,,11591.870486424761,2019
2019-03-01,nicht veranlagte Steuer vom Ertrag,,2019-03-01,11642.570068815798,3,,11980.198723924339,,11642.570068815798,2019
2019-04-01,nicht veranlagte Steuer vom Ertrag,,2019-04-01,11639.826361800828,4,,11970.424719302797,,11639.826361800828,2019
2019-05-01,nicht veranlagte Steuer vom Ertrag,,2019-05-01,11658.670729629439,5,,12103.29488489839,,11658.670729629439,2019
2019-06-01,nicht veranlagte Steuer vom Ertrag,,2019-06-01,11502.643313359738,6,,10958.980039808315,,10958.980039808315,2019
2019-07-01,nicht veranlagte Steuer vom Ertrag,,2019-07-01,11580.055261526102,7,,11681.649960945348,,11580.055261526102,2019
2019-08-01,nicht veranlagte Steuer vom Ertrag,,2019-08-01,11695.176970911669,8,,12479.403147012958,,11695.176970911669,2019
2019-09-01,nicht veranlagte Steuer vom Ertrag,,2019-09-01,11694.06196098062,9,,12436.958304712052,,11694.06196098062,2019
2019-10-01,nicht veranlagte Steuer vom Ertrag,,2019-10-01,11689.524977211446,10,,12388.745762833554,,11689.524977211446,2019
2019-11-01,nicht veranlagte Steuer vom Ertrag,,2019-11-01,11718.413013942378,11,,12589.702683156962,,11718.413013942378,2019
2019-12-01,nicht veranlagte Steuer vom Ertrag,,2019-12-01,11696.908673758595,12,,12443.399430499476,,11696.908673758595,2019
2020-01-01,nicht veranlagte Steuer vom Ertrag,,2020-01-01,11711.454582348368,1,,12486.323451459912,,11711.454582348368,2020
2020-02-01,nicht veranlagte Steuer vom Ertrag,,2020-02-01,11718.28359850642,2,,12561.094113387884,,11718.28359850642,2020
2020-03-01,nicht veranlagte Steuer vom Ertrag,,2020-03-01,11685.936355965616,3,,12373.01272751729,,11685.936355965616,2020
2020-04-01,nicht veranlagte Steuer vom Ertrag,,2020-04-01,11714.073076394197,4,,12598.646501407064,,11714.073076394197,2020
2020-05-01,nicht veranlagte Steuer vom Ertrag,,2020-05-01,11747.30471795215,5,,12950.454703752037,,11747.30471795215,2020
2020-06-01,nicht veranlagte Steuer vom Ertrag,,2020-06-01,11968.903548233686,6,,14597.50921878311,,11968.903548233686,2020
2020-07-01,nicht veranlagte Steuer vom Ertrag,,2020-07-01,12019.756439814451,7,,14763.6149205605,,12019.756439814451,2020
2020-08-01,nicht veranlagte Steuer vom Ertrag,,2020-08-01,11859.506050320517,8,,13734.327345046337,,11859.506050320517,2020
2020-09-01,nicht veranlagte Steuer vom Ertrag,,2020-09-01,11867.917310163659,9,,13817.519491780246,,11867.917310163659,2020
2020-10-01,nicht veranlagte Steuer vom Ertrag,,2020-10-01,11884.578821812234,10,,13901.07344441067,,11884.578821812234,2020
2020-11-01,nicht veranlagte Steuer vom Ertrag,,2020-11-01,11883.15523312306,11,,13874.229634343365,,11883.15523312306,2020
2020-12-01,nicht veranlagte Steuer vom Ertrag,,2020-12-01,11868.762859375778,12,,13800.900194986096,,11868.762859375778,2020
2019-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-01-01,2716.549527485723,1,,2716.549527485723,,2716.549527485723,2019
2019-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-02-01,2839.7376890963187,2,,2839.7376890963187,,2839.7376890963187,2019
2019-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-03-01,2843.9546655064323,3,,2843.9546655064323,,2843.9546655064323,2019
2019-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-04-01,2924.9839416860273,4,,2924.9839416860273,,2924.9839416860273,2019
2019-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-05-01,2973.588755762802,5,,2973.588755762802,,2973.588755762802,2019
2019-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-06-01,3031.240486556927,6,,3031.240486556927,,3031.240486556927,2019
2019-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-07-01,3055.1305011890227,7,,3055.1305011890227,,3055.1305011890227,2019
2019-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-08-01,3044.9416075316844,8,,3044.9416075316844,,3044.9416075316844,2019
2019-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-09-01,3051.0867049753574,9,,3051.0867049753574,,3051.0867049753574,2019
2019-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-10-01,3043.776590792057,10,,3043.776590792057,,3043.776590792057,2019
2019-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-11-01,3064.9017187237423,11,,3064.9017187237423,,3064.9017187237423,2019
2019-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2019-12-01,3105.8533082612103,12,,3105.8533082612103,,3105.8533082612103,2019
2020-01-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-01-01,3097.2805871469563,1,,3097.2805871469563,,3097.2805871469563,2020
2020-02-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-02-01,3108.4731131939493,2,,3108.4731131939493,,3108.4731131939493,2020
2020-03-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-03-01,3081.785843164665,3,,3081.785843164665,,3081.785843164665,2020
2020-04-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-04-01,3015.759892079121,4,,3015.759892079121,,3015.759892079121,2020
2020-05-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-05-01,2950.416642602083,5,,2950.416642602083,,2950.416642602083,2020
2020-06-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-06-01,2898.7301389302743,6,,2898.7301389302743,,2898.7301389302743,2020
2020-07-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-07-01,2859.6692630788307,7,,2859.6692630788307,,2859.6692630788307,2020
2020-08-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-08-01,2842.8645429457342,8,,2842.8645429457342,,2842.8645429457342,2020
2020-09-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-09-01,2835.718289407504,9,,2835.718289407504,,2835.718289407504,2020
2020-10-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-10-01,2818.798485797608,10,,2818.798485797608,,2818.798485797608,2020
2020-11-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-11-01,2780.3209291403405,11,,2780.3209291403405,,2780.3209291403405,2020
2020-12-01,Abgeltungsteuer auf Zins- und Veräußerungserträge,,2020-12-01,2749.2574227978653,12,,2749.2574227978653,,2749.2574227978653,2020
2019-01-01,Körperschaftsteuer,,2019-01-01,17005.563027104057,1,,16670.736491247997,,16670.736491247997,2019
2019-02-01,Körperschaftsteuer,,2019-02-01,17104.46621326941,2,,16688.72409456293,,16688.72409456293,2019
2019-03-01,Körperschaftsteuer,,2019-03-01,17172.844612922607,3,,16721.14657647238,,16721.14657647238,2019
2019-04-01,Körperschaftsteuer,,2019-04-01,17225.4659878728,4,,16764.77686404494,,16764.77686404494,2019
2019-05-01,Körperschaftsteuer,,2019-05-01,17455.42106368955,5,,16722.54338321718,,16722.54338321718,2019
2019-06-01,Körperschaftsteuer,,2019-06-01,17539.849746654785,6,,16743.176098339576,,16743.176098339576,2019
2019-07-01,Körperschaftsteuer,,2019-07-01,17689.74843408233,7,,16737.711638350047,,16737.711638350047,2019
2019-08-01,Körperschaftsteuer,,2019-08-01,17815.169475249117,8,,16747.22145233148,,16747.22145233148,2019
2019-09-01,Körperschaftsteuer,,2019-09-01,17912.42237349159,9,,16764.195935078646,,16764.195935078646,2019
2019-10-01,Körperschaftsteuer,,2019-10-01,18100.97910069729,10,,16743.26852082803,,16743.26852082803,2019
2019-11-01,Körperschaftsteuer,,2019-11-01,18234.36499955754,11,,16747.736579429733,,16747.736579429733,2019
2019-12-01,Körperschaftsteuer,,2019-12-01,18263.62567063901,12,,16801.271086198714,,16801.271086198714,2019
2020-01-01,Körperschaftsteuer,,2020-01-01,18359.518716875173,1,,16815.94786992328,,16815.94786992328,2020
2020-02-01,Körperschaftsteuer,,2020-02-01,18487.853764994117,2,,16817.135767264823,,16817.135767264823,2020
2020-03-01,Körperschaftsteuer,,2020-03-01,18595.402620288325,3,,16825.796156946508,,16825.796156946508,2020
2020-04-01,Körperschaftsteuer,,2020-04-01,18748.7976578885,4,,16816.330565976878,,16816.330565976878,2020
2020-05-01,Körperschaftsteuer,,2020-05-01,18827.012727046163,5,,16839.978296438225,,16839.978296438225,2020
2020-06-01,Körperschaftsteuer,,2020-06-01,18876.476800520384,6,,16878.07639778977,,16878.07639778977,2020
2020-07-01,Körperschaftsteuer,,2020-07-01,19083.8770867692,7,,16848.97651014254,,16848.97651014254,2020
2020-08-01,Körperschaftsteuer,,2020-08-01,19221.148255168533,8,,16849.232765785437,,16849.232765785437,2020
2020-09-01,Körperschaftsteuer,,2020-09-01,19183.97081462372,9,,16921.412195035642,,16921.412195035642,2020
2020-10-01,Körperschaftsteuer,,2020-10-01,19197.301880009287,10,,16969.378858694956,,16969.378858694956,2020
2020-11-01,Körperschaftsteuer,,2020-11-01,19323.305766316458,11,,16973.34520733942,,16973.34520733942,2020
2020-12-01,Körperschaftsteuer,,2020-12-01,19538.67085542353,12,,16939.91508697677,,16939.91508697677,2020
2019-01-01,Steuern vom Umsatz,,2019-01-01,116729.15440154777,1,,116758.60815748452,,116729.15440154777,2019
2019-02-01,Steuern vom Umsatz,,2019-02-01,116970.33643146013,2,,117036.5067453562,,116970.33643146013,2019
2019-03-01,Steuern vom Umsatz,,2019-03-01,117173.83750897474,3,,117267.03964062124,,117173.83750897474,2019
2019-04-01,Steuern vom Umsatz,,2019-04-01,117383.00868395426,4,,117502.97565795975,,117383.00868395426,2019
2019-05-01,Steuern vom Umsatz,,2019-05-01,117570.71018123209,5,,117709.01969725743,,117570.71018123209,2019
2019-06-01,Steuern vom Umsatz,,2019-06-01,117741.63276817351,6,,117894.98424545697,,117741.63276817351,2019
2019-07-01,Steuern vom Umsatz,,2019-07-01,117997.984339008,7,,118198.36914897154,,117997.984339008,2019
2019-08-01,Steuern vom Umsatz,,2019-08-01,118150.87805728645,8,,118356.12277371612,,118150.87805728645,2019
2019-09-01,Steuern vom Umsatz,,2019-09-01,118371.93229510513,9,,118614.80416351184,,118371.93229510513,2019
2019-10-01,Steuern vom Umsatz,,2019-10-01,118539.21714714819,10,,118795.77945782412,,118539.21714714819,2019
2019-11-01,Steuern vom Umsatz,,2019-11-01,118792.1154954561,11,,119105.64165299466,,118792.1154954561,2019
2019-12-01,Steuern vom Umsatz,,2019-12-01,119459.28983089824,12,,119980.96636743218,,119459.28983089824,2019
2020-01-01,Steuern vom Umsatz,,2020-01-01,119641.06565561928,1,,120182.41598418409,,119641.06565561928,2020
2020-02-01,Steuern vom Umsatz,,2020-02-01,119892.42522437096,2,,120482.21192058732,,119892.42522437096,2020
2020-03-01,Steuern vom Umsatz,,2020-03-01,120069.84165059993,3,,120681.98109260196,,120069.84165059993,2020
2020-04-01,Steuern vom Umsatz,,2020-04-01,120218.74793436553,4,,120842.80287947548,,120218.74793436553,2020
2020-05-01,Steuern vom Umsatz,,2020-05-01,120445.90419016649,5,,121112.55658856334,,120445.90419016649,2020
2020-06-01,Steuern vom Umsatz,,2020-06-01,120674.03829860831,6,,121380.73194411039,,120674.03829860831,2020
2020-07-01,Steuern vom Umsatz,,2020-07-01,120876.15467232786,7,,121617.75469293527,,120876.15467232786,2020
2020-08-01,Steuern vom Umsatz,,2020-08-01,121147.47560258317,8,,121947.67095831015,,121147.47560258317,2020
2020-09-01,Steuern vom Umsatz,,2020-09-01,121353.34328355698,9,,122186.04695403058,,121353.34328355698,2020
2020-10-01,Steuern vom Umsatz,,2020-10-01,121539.47178750373,10,,122396.28526741272,,121539.47178750373,2020
2020-11-01,Steuern vom Umsatz,,2020-11-01,121714.04652027889,11,,122587.88168191617,,121714.04652027889,2020
2020-12-01,Steuern vom Umsatz,,2020-12-01,121945.9687991614,12,,122889.61937843057,,121945.9687991614,2020
2019-01-01,Gewerbesteuerumlage,,2019-01-01,2064.441525558779,1,,1995.6678505175105,,1995.6678505175105,2019
2019-02-01,Gewerbesteuerumlage,,2019-02-01,2072.992712425421,2,,2072.397228849855,,2072.397228849855,2019
2019-03-01,Gewerbesteuerumlage,,2019-03-01,2083.0984064582644,3,,2031.7937910359592,,2031.7937910359592,2019
