,Category,Current Year Total,Date,Difference Method,Month,Monthly Total,Percentage Method,Prior Year Total,Rolling Total,Year
2011-12-01,Solidaritätszuschlag,12781.0,2011-12-01,,12,2047.0,,11713.0,12781.0,2011
2012-01-01,Solidaritätszuschlag,1017.0,2012-01-01,,1,1017.0,,938.0,12860.0,2012
2012-02-01,Solidaritätszuschlag,1774.0,2012-02-01,,2,757.0,,1661.0,12894.0,2012
2012-03-01,Solidaritätszuschlag,3308.0,2012-03-01,,3,1534.0,,3072.0,13017.0,2012
2012-04-01,Solidaritätszuschlag,4153.0,2012-04-01,,4,845.0,,3864.0,13070.0,2012
2012-05-01,Solidaritätszuschlag,5183.0,2012-05-01,,5,1030.0,,4930.0,13034.0,2012
2012-06-01,Solidaritätszuschlag,6952.0,2012-06-01,,6,1769.0,,6522.0,13211.0,2012
2012-07-01,Solidaritätszuschlag,7840.0,2012-07-01,,7,888.0,,7329.0,13292.0,2012
2012-08-01,Solidaritätszuschlag,8696.0,2012-08-01,,8,856.0,,8014.0,13463.0,2012
2012-09-01,Solidaritätszuschlag,10135.0,2012-09-01,,9,1439.0,,9401.0,13515.0,2012
2012-10-01,Solidaritätszuschlag,10851.0,2012-10-01,,10,716.0,,10070.0,13562.0,2012
2012-11-01,Solidaritätszuschlag,11512.0,2012-11-01,,11,661.0,,10734.0,13559.0,2012
2012-12-01,Solidaritätszuschlag,13624.0,2012-12-01,,12,2112.0,,12781.0,13624.0,2012
2013-01-01,Solidaritätszuschlag,1045.0,2013-01-01,,1,1045.0,,1017.0,13652.0,2013
2013-02-01,Solidaritätszuschlag,1848.0,2013-02-01,,2,803.0,,1774.0,13698.0,2013
2013-03-01,Solidaritätszuschlag,3473.0,2013-03-01,,3,1625.0,,3308.0,13789.0,2013
2013-04-01,Solidaritätszuschlag,4386.0,2013-04-01,,4,913.0,,4153.0,13857.0,2013
2013-05-01,Solidaritätszuschlag,5438.0,2013-05-01,,5,1052.0,,5183.0,13879.0,2013
2013-06-01,Solidaritätszuschlag,7316.0,2013-06-01,,6,1878.0,,6952.0,13988.0,2013
2013-07-01,Solidaritätszuschlag,8234.0,2013-07-01,,7,918.0,,7840.0,14018.0,2013
2013-08-01,Solidaritätszuschlag,9019.0,2013-08-01,,8,785.0,,8696.0,13947.0,2013
2013-09-01,Solidaritätszuschlag,10630.0,2013-09-01,,9,1611.0,,10135.0,14119.0,2013
2013-10-01,Solidaritätszuschlag,11386.0,2013-10-01,,10,756.0,,10851.0,14159.0,2013
2013-11-01,Solidaritätszuschlag,12134.0,2013-11-01,,11,748.0,,11512.0,14246.0,2013
2013-12-01,Solidaritätszuschlag,14378.0,2013-12-01,,12,2244.0,,13624.0,14378.0,2013
2014-01-01,Solidaritätszuschlag,1064.0,2014-01-01,,1,1064.0,,1045.0,14397.0,2014
2014-02-01,Solidaritätszuschlag,1910.0,2014-02-01,,2,846.0,,1848.0,14440.0,2014
2014-03-01,Solidaritätszuschlag,3577.0,2014-03-01,,3,1667.0,,3473.0,14482.0,2014
2014-04-01,Solidaritätszuschlag,4486.0,2014-04-01,,4,909.0,,4386.0,14478.0,2014
2014-05-01,Solidaritätszuschlag,5523.0,2014-05-01,,5,1037.0,,5438.0,14463.0,2014
2014-06-01,Solidaritätszuschlag,7532.0,2014-06-01,,6,2009.0,,7316.0,14594.0,2014
2014-07-01,Solidaritätszuschlag,8485.0,2014-07-01,,7,953.0,,8234.0,14629.0,2014
2014-08-01,Solidaritätszuschlag,9340.0,2014-08-01,,8,855.0,,9019.0,14699.0,2014
2014-09-01,Solidaritätszuschlag,11030.0,2014-09-01,,9,1690.0,,10630.0,14778.0,2014
2014-10-01,Solidaritätszuschlag,11857.0,2014-10-01,,10,827.0,,11386.0,14849.0,2014
2014-11-01,Solidaritätszuschlag,12644.0,2014-11-01,,11,787.0,,12134.0,14888.0,2014
2014-12-01,Solidaritätszuschlag,15047.0,2014-12-01,,12,2403.0,,14378.0,15047.0,2014
2015-01-01,Solidaritätszuschlag,1079.0,2015-01-01,,1,1079.0,,1064.0,15062.0,2015
2015-02-01,Solidaritätszuschlag,1980.0,2015-02-01,,2,901.0,,1910.0,15117.0,2015
2015-03-01,Solidaritätszuschlag,3783.0,2015-03-01,,3,1803.0,,3577.0,15253.0,2015
2015-04-01,Solidaritätszuschlag,4747.0,2015-04-01,,4,964.0,,4486.0,15308.0,2015
2015-05-01,Solidaritätszuschlag,5886.0,2015-05-01,,5,1139.0,,5523.0,15410.0,2015
2015-06-01,Solidaritätszuschlag,8061.0,2015-06-01,,6,2175.0,,7532.0,15576.0,2015
2015-07-01,Solidaritätszuschlag,9088.0,2015-07-01,,7,1027.0,,8485.0,15650.0,2015
2015-08-01,Solidaritätszuschlag,9962.0,2015-08-01,,8,874.0,,9340.0,15669.0,2015
2015-09-01,Solidaritätszuschlag,11775.0,2015-09-01,,9,1813.0,,11030.0,15792.0,2015
2015-10-01,Solidaritätszuschlag,12626.0,2015-10-01,,10,851.0,,11857.0,15816.0,2015
2015-11-01,Solidaritätszuschlag,13427.0,2015-11-01,,11,801.0,,12644.0,15830.0,2015
2015-12-01,Solidaritätszuschlag,15930.0,2015-12-01,,12,2503.0,,15047.0,15930.0,2015
2016-01-01,Solidaritätszuschlag,1105.0,2016-01-01,,1,1105.0,,1079.0,15956.0,2016
2016-02-01,Solidaritätszuschlag,2038.0,2016-02-01,,2,933.0,,1980.0,15988.0,2016
2016-03-01,Solidaritätszuschlag,3979.0,2016-03-01,,3,1941.0,,3783.0,16126.0,2016
2016-04-01,Solidaritätszuschlag,5014.0,2016-04-01,,4,1035.0,,4747.0,16197.0,2016
2016-05-01,Solidaritätszuschlag,6244.0,2016-05-01,,5,1230.0,,5886.0,16288.0,2016
2016-06-01,Solidaritätszuschlag,8449.0,2016-06-01,,6,2205.0,,8061.0,16318.0,2016
2016-07-01,Solidaritätszuschlag,9530.0,2016-07-01,,7,1081.0,,9088.0,16372.0,2016
2016-08-01,Solidaritätszuschlag,10438.0,2016-08-01,,8,908.0,,9962.0,16406.0,2016
2016-09-01,Solidaritätszuschlag,12387.0,2016-09-01,,9,1949.0,,11775.0,16542.0,2016
2016-10-01,Solidaritätszuschlag,13289.0,2016-10-01,,10,902.0,,12626.0,16593.0,2016
2016-11-01,Solidaritätszuschlag,14119.0,2016-11-01,,11,830.0,,13427.0,16622.0,2016
2016-12-01,Solidaritätszuschlag,16855.0,2016-12-01,,12,2736.0,,15930.0,16855.0,2016
2017-01-01,Solidaritätszuschlag,1129.0,2017-01-01,,1,1129.0,,1105.0,16879.0,2017
2017-02-01,Solidaritätszuschlag,2162.0,2017-02-01,,2,1033.0,,2038.0,16979.0,2017
2017-03-01,Solidaritätszuschlag,4324.0,2017-03-01,,3,2162.0,,3979.0,17200.0,2017
2017-04-01,Solidaritätszuschlag,5461.0,2017-04-01,,4,1137.0,,5014.0,17302.0,2017
2017-05-01,Solidaritätszuschlag,6687.0,2017-05-01,,5,1226.0,,6244.0,17298.0,2017
2017-06-01,Solidaritätszuschlag,9133.0,2017-06-01,,6,2446.0,,8449.0,17539.0,2017
2017-07-01,Solidaritätszuschlag,10266.0,2017-07-01,,7,1133.0,,9530.0,17591.0,2017
2017-08-01,Solidaritätszuschlag,11237.0,2017-08-01,,8,971.0,,10438.0,17654.0,2017
2017-09-01,Solidaritätszuschlag,13276.0,2017-09-01,,9,2039.0,,12387.0,17744.0,2017
2017-10-01,Solidaritätszuschlag,14194.0,2017-10-01,,10,918.0,,13289.0,17760.0,2017
2017-11-01,Solidaritätszuschlag,15102.0,2017-11-01,,11,908.0,,14119.0,17838.0,2017
2017-12-01,Solidaritätszuschlag,17953.0,2017-12-01,,12,2851.0,,16855.0,17953.0,2017
2018-01-01,Solidaritätszuschlag,1222.0,2018-01-01,,1,1222.0,,1129.0,18046.0,2018
2018-02-01,Solidaritätszuschlag,2360.0,2018-02-01,,2,1138.0,,2162.0,18151.0,2018
2018-03-01,Solidaritätszuschlag,4587.0,2018-03-01,,3,2227.0,,4324.0,18216.0,2018
2018-04-01,Solidaritätszuschlag,5785.0,2018-04-01,,4,1198.0,,5461.0,18277.0,2018
2018-05-01,Solidaritätszuschlag,7139.0,2018-05-01,,5,1354.0,,6687.0,18405.0,2018
2018-06-01,Solidaritätszuschlag,9714.0,2018-06-01,,6,2575.0,,9133.0,18534.0,2018
2018-07-01,Solidaritätszuschlag,10885.0,2018-07-01,,7,1171.0,,10266.0,18572.0,2018
2018-08-01,Solidaritätszuschlag,11923.0,2018-08-01,,8,1038.0,,11237.0,18639.0,2018
2018-09-01,Solidaritätszuschlag,14067.0,2018-09-01,,9,2144.0,,13276.0,18744.0,2018
2018-10-01,Solidaritätszuschlag,15066.0,2018-10-01,,10,999.0,,14194.0,18825.0,2018
2018-11-01,Solidaritätszuschlag,16044.0,2018-11-01,,11,978.0,,15102.0,18895.0,2018
2018-12-01,Solidaritätszuschlag,18927.0,2018-12-01,,12,2883.0,,17953.0,18927.0,2018
2008-01-01,Versicherungsteuer,545.0,2008-01-01,,1,545.0,,0.0,,2008
2008-02-01,Versicherungsteuer,3861.0,2008-02-01,,2,3316.0,,0.0,,2008
2008-03-01,Versicherungsteuer,4540.0,2008-03-01,,3,679.0,,0.0,,2008
2008-04-01,Versicherungsteuer,5147.0,2008-04-01,,4,607.0,,0.0,,2008
2008-05-01,Versicherungsteuer,5895.0,2008-05-01,,5,748.0,,0.0,,2008
2008-06-01,Versicherungsteuer,6490.0,2008-06-01,,6,595.0,,0.0,,2008
2008-07-01,Versicherungsteuer,7043.0,2008-07-01,,7,553.0,,0.0,,2008
2008-08-01,Versicherungsteuer,8072.0,2008-08-01,,8,1029.0,,0.0,,2008
2008-09-01,Versicherungsteuer,8568.0,2008-09-01,,9,496.0,,0.0,,2008
2008-10-01,Versicherungsteuer,9049.0,2008-10-01,,10,481.0,,0.0,,2008
2008-11-01,Versicherungsteuer,9724.0,2008-11-01,,11,675.0,,0.0,,2008
2008-12-01,Versicherungsteuer,10478.0,2008-12-01,,12,754.0,,0.0,10478.0,2008
2009-01-01,Versicherungsteuer,543.0,2009-01-01,,1,543.0,,545.0,10476.0,2009
2009-02-01,Versicherungsteuer,3858.0,2009-02-01,,2,3315.0,,3861.0,10475.0,2009
2009-03-01,Versicherungsteuer,4502.0,2009-03-01,,3,644.0,,4540.0,10440.0,2009
2009-04-01,Versicherungsteuer,5129.0,2009-04-01,,4,627.0,,5147.0,10460.0,2009
2009-05-01,Versicherungsteuer,5907.0,2009-05-01,,5,778.0,,5895.0,10490.0,2009
2009-06-01,Versicherungsteuer,6501.0,2009-06-01,,6,594.0,,6490.0,10489.0,2009
2009-07-01,Versicherungsteuer,7070.0,2009-07-01,,7,569.0,,7043.0,10505.0,2009
2009-08-01,Versicherungsteuer,8087.0,2009-08-01,,8,1017.0,,8072.0,10493.0,2009
2009-09-01,Versicherungsteuer,8597.0,2009-09-01,,9,510.0,,8568.0,10507.0,2009
2009-10-01,Versicherungsteuer,9087.0,2009-10-01,,10,490.0,,9049.0,10516.0,2009
2009-11-01,Versicherungsteuer,9765.0,2009-11-01,,11,678.0,,9724.0,10519.0,2009
2009-12-01,Versicherungsteuer,10548.0,2009-12-01,,12,783.0,,10478.0,10548.0,2009
2010-01-01,Versicherungsteuer,550.0,2010-01-01,,1,550.0,,543.0,10555.0,2010
2010-02-01,Versicherungsteuer,3752.0,2010-02-01,,2,3202.0,,3858.0,10442.0,2010
2010-03-01,Versicherungsteuer,4496.0,2010-03-01,,3,744.0,,4502.0,10542.0,2010
2010-04-01,Versicherungsteuer,5185.0,2010-04-01,,4,689.0,,5129.0,10604.0,2010
2010-05-01,Versicherungsteuer,5950.0,2010-05-01,,5,765.0,,5907.0,10591.0,2010
2010-06-01,Versicherungsteuer,6556.0,2010-06-01,,6,606.0,,6501.0,10603.0,2010
2010-07-01,Versicherungsteuer,7119.0,2010-07-01,,7,563.0,,7070.0,10597.0,2010
2010-08-01,Versicherungsteuer,8126.0,2010-08-01,,8,1007.0,,8087.0,10587.0,2010
2010-09-01,Versicherungsteuer,8665.0,2010-09-01,,9,539.0,,8597.0,10616.0,2010
2010-10-01,Versicherungsteuer,9157.0,2010-10-01,,10,492.0,,9087.0,10618.0,2010
2010-11-01,Versicherungsteuer,9827.0,2010-11-01,,11,670.0,,9765.0,10610.0,2010
2010-12-01,Versicherungsteuer,10284.0,2010-12-01,,12,457.0,,10548.0,10284.0,2010
2011-01-01,Versicherungsteuer,527.0,2011-01-01,,1,527.0,,550.0,10261.0,2011
2011-02-01,Versicherungsteuer,4283.0,2011-02-01,,2,3756.0,,3752.0,10815.0,2011
2011-03-01,Versicherungsteuer,4869.0,2011-03-01,,3,586.0,,4496.0,10657.0,2011
2011-04-01,Versicherungsteuer,5553.0,2011-04-01,,4,684.0,,5185.0,10652.0,2011
2011-05-01,Versicherungsteuer,6344.0,2011-05-01,,5,791.0,,5950.0,10678.0,2011
2011-06-01,Versicherungsteuer,6886.0,2011-06-01,,6,542.0,,6556.0,10614.0,2011
2011-07-01,Versicherungsteuer,7437.0,2011-07-01,,7,551.0,,7119.0,10602.0,2011
2011-08-01,Versicherungsteuer,8524.0,2011-08-01,,8,1087.0,,8126.0,10682.0,2011
2011-09-01,Versicherungsteuer,9032.0,2011-09-01,,9,508.0,,8665.0,10651.0,2011
2011-10-01,Versicherungsteuer,9549.0,2011-10-01,,10,517.0,,9157.0,10676.0,2011
2011-11-01,Versicherungsteuer,10264.0,2011-11-01,,11,715.0,,9827.0,10721.0,2011
2011-12-01,Versicherungsteuer,10755.0,2011-12-01,,12,491.0,,10284.0,10755.0,2011
2012-01-01,Versicherungsteuer,540.0,2012-01-01,,1,540.0,,527.0,10768.0,2012
2012-02-01,Versicherungsteuer,4557.0,2012-02-01,,2,4017.0,,4283.0,11029.0,2012
2012-03-01,Versicherungsteuer,5180.0,2012-03-01,,3,623.0,,4869.0,11066.0,2012
2012-04-01,Versicherungsteuer,5844.0,2012-04-01,,4,664.0,,5553.0,11046.0,2012
2012-05-01,Versicherungsteuer,6643.0,2012-05-01,,5,799.0,,6344.0,11054.0,2012
2012-06-01,Versicherungsteuer,7192.0,2012-06-01,,6,549.0,,6886.0,11061.0,2012
2012-07-01,Versicherungsteuer,7756.0,2012-07-01,,7,564.0,,7437.0,11074.0,2012
2012-08-01,Versicherungsteuer,8894.0,2012-08-01,,8,1138.0,,8524.0,11125.0,2012
2012-09-01,Versicherungsteuer,9353.0,2012-09-01,,9,459.0,,9032.0,11076.0,2012
2012-10-01,Versicherungsteuer,9875.0,2012-10-01,,10,522.0,,9549.0,11081.0,2012
2012-11-01,Versicherungsteuer,10639.0,2012-11-01,,11,764.0,,10264.0,11130.0,2012
2012-12-01,Versicherungsteuer,11138.0,2012-12-01,,12,499.0,,10755.0,11138.0,2012
2013-01-01,Versicherungsteuer,566.0,2013-01-01,,1,566.0,,540.0,11164.0,2013
2013-02-01,Versicherungsteuer,4793.0,2013-02-01,,2,4227.0,,4557.0,11374.0,2013
2013-03-01,Versicherungsteuer,5429.0,2013-03-01,,3,636.0,,5180.0,11387.0,2013
2013-04-01,Versicherungsteuer,6096.0,2013-04-01,,4,667.0,,5844.0,11390.0,2013
2013-05-01,Versicherungsteuer,6925.0,2013-05-01,,5,829.0,,6643.0,11420.0,2013
2013-06-01,Versicherungsteuer,7479.0,2013-06-01,,6,554.0,,7192.0,11425.0,2013
2013-07-01,Versicherungsteuer,8048.0,2013-07-01,,7,569.0,,7756.0,11430.0,2013
2013-08-01,Versicherungsteuer,9214.0,2013-08-01,,8,1166.0,,8894.0,11458.0,2013
2013-09-01,Versicherungsteuer,9735.0,2013-09-01,,9,521.0,,9353.0,11520.0,2013
2013-10-01,Versicherungsteuer,10253.0,2013-10-01,,10,518.0,,9875.0,11516.0,2013
2013-11-01,Versicherungsteuer,11040.0,2013-11-01,,11,787.0,,10639.0,11539.0,2013
2013-12-01,Versicherungsteuer,11553.0,2013-12-01,,12,513.0,,11138.0,11553.0,2013
2014-01-01,Versicherungsteuer,601.0,2014-01-01,,1,601.0,,566.0,11588.0,2014
2014-02-01,Versicherungsteuer,4485.0,2014-02-01,,2,3884.0,,4793.0,11245.0,2014
2014-03-01,Versicherungsteuer,5642.0,2014-03-01,,3,1157.0,,5429.0,11766.0,2014
2014-04-01,Versicherungsteuer,6312.0,2014-04-01,,4,670.0,,6096.0,11769.0,2014
2014-05-01,Versicherungsteuer,7159.0,2014-05-01,,5,847.0,,6925.0,11787.0,2014
2014-06-01,Versicherungsteuer,7738.0,2014-06-01,,6,579.0,,7479.0,11812.0,2014
